NRC,Clave,Materia,Secc,Dias,Hora,Profesor,Salón,ini ,fin ,Hora_ini,Hora_fin
38291,IAMS 802,Impacto Ambiental,OO1,V,1700-1759,LOPEZ - ORTEGA JOSE GERARDO,1FIQ2/202,1700,1759,17:00,17:59
38142,INQS 030,Ingenieria Bioquimica,OO1,A,1100-1159,SAMPIERI - CRODA ALVARO,1FIQ7/201,1100,1159,11:00,11:59
38142,INQS 030,Ingenieria Bioquimica,OO1,M,1100-1159,SAMPIERI - CRODA ALVARO,1FIQ7/201,1100,1159,11:00,11:59
38142,INQS 030,Ingenieria Bioquimica,OO1,J,1100-1159,SAMPIERI - CRODA ALVARO,1FIQ7/201,1100,1159,11:00,11:59
38143,INQS 030,Ingenieria Bioquimica,OO2,L,1400-1459,RUIZ - LOPEZ IRVING ISRAEL,1FIQ7/202,1400,1459,14:00,14:59
38143,INQS 030,Ingenieria Bioquimica,OO2,A,1400-1459,RUIZ - LOPEZ IRVING ISRAEL,1FIQ7/202,1400,1459,14:00,14:59
38143,INQS 030,Ingenieria Bioquimica,OO2,M,1400-1459,RUIZ - LOPEZ IRVING ISRAEL,1FIQ7/202,1400,1459,14:00,14:59
38044,INQS 025,Ingenieria Economica,OO1,L,0700-0759,TORREBLANCA - RAMIREZ MAGIN IDELFONSO,1FIQ1/305,0700,0759,07:00,07:59
38044,INQS 025,Ingenieria Economica,OO1,M,0700-0759,TORREBLANCA - RAMIREZ MAGIN IDELFONSO,1FIQ1/305,0700,0759,07:00,07:59
38044,INQS 025,Ingenieria Economica,OO1,J,0700-0759,TORREBLANCA - RAMIREZ MAGIN IDELFONSO,1FIQ1/305,0700,0759,07:00,07:59
38046,INQS 025,Ingenieria Economica,OO2,A,1100-1159,FLORES - GARCIA JOSE RAFAEL,1FIQ1/204,1100,1159,11:00,11:59
38046,INQS 025,Ingenieria Economica,OO2,M,1100-1159,FLORES - GARCIA JOSE RAFAEL,1FIQ1/204,1100,1159,11:00,11:59
38046,INQS 025,Ingenieria Economica,OO2,V,1100-1159,FLORES - GARCIA JOSE RAFAEL,1FIQ1/204,1100,1159,11:00,11:59
38047,INQS 025,Ingenieria Economica,OO3,L,1600-1659,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/302,1600,1659,16:00,16:59
38047,INQS 025,Ingenieria Economica,OO3,M,1600-1659,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/302,1600,1659,16:00,16:59
38047,INQS 025,Ingenieria Economica,OO3,J,1600-1659,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/302,1600,1659,16:00,16:59
38049,INQS 025,Ingenieria Economica,OO4,A,1200-1259,ROMERO - TORRES LAURA MARGARITA,1FIQ1/202,1200,1259,12:00,12:59
38049,INQS 025,Ingenieria Economica,OO4,M,1200-1259,ROMERO - TORRES LAURA MARGARITA,1FIQ1/202,1200,1259,12:00,12:59
38049,INQS 025,Ingenieria Economica,OO4,J,1200-1259,ROMERO - TORRES LAURA MARGARITA,1FIQ1/202,1200,1259,12:00,12:59
38293,IAMS 250,Instrumentacion y Contr. Auto.,OO1,L,1500-1559,ARZOLA - FLORES JESUS ANDRES,1FIQ5/210,1500,1559,15:00,15:59
38293,IAMS 250,Instrumentacion y Contr. Auto.,OO1,A,1500-1559,ARZOLA - FLORES JESUS ANDRES,1FIQ5/210,1500,1559,15:00,15:59
38293,IAMS 250,Instrumentacion y Contr. Auto.,OO1,M,1500-1559,ARZOLA - FLORES JESUS ANDRES,1FIQ5/210,1500,1559,15:00,15:59
38293,IAMS 250,Instrumentacion y Contr. Auto.,OO1,J,1500-1559,ARZOLA - FLORES JESUS ANDRES,1FIQ5/210,1500,1559,15:00,15:59
37413,INQS 031,Investigacion de Operaciones,OO1,M,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ1/305,1000,1059,10:00,10:59
37413,INQS 031,Investigacion de Operaciones,OO1,J,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ4/201,1000,1059,10:00,10:59
37413,INQS 031,Investigacion de Operaciones,OO1,V,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ4/201,1000,1059,10:00,10:59
37414,INQS 031,Investigacion de Operaciones,OO2,L,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,1400,1459,14:00,14:59
37414,INQS 031,Investigacion de Operaciones,OO2,A,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,1400,1459,14:00,14:59
37414,INQS 031,Investigacion de Operaciones,OO2,M,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,1400,1459,14:00,14:59
37416,INQS 031,Investigacion de Operaciones,OO3,L,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,1100,1159,11:00,11:59
37416,INQS 031,Investigacion de Operaciones,OO3,A,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,1100,1159,11:00,11:59
37416,INQS 031,Investigacion de Operaciones,OO3,M,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,1100,1159,11:00,11:59
37853,INQS 031,Investigacion de Operaciones,OO4,J,1300-1359,LOPEZ - SUAREZ MA. ELENA,1FIQ2/201,1300,1359,13:00,13:59
37853,INQS 031,Investigacion de Operaciones,OO4,V,1200-1359,LOPEZ - SUAREZ MA. ELENA,1FIQ2/201,1200,1359,12:00,13:59
38295,INQS 033,Lab. de Microbiologia General,OO1,V,1000-1059,SILVETI - LOEZA ANGEL,1FIQ2/202,1000,1059,10:00,10:59
38295,INQS 033,Lab. de Microbiologia General,OO1,L,0900-1059,SILVETI - LOEZA ANGEL,1FIQ4/102,0900,1059,09:00,10:59
38295,INQS 033,Lab. de Microbiologia General,OO1,M,0900-1059,SILVETI - LOEZA ANGEL,1FIQ4/102,0900,1059,09:00,10:59
38296,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO1,A,0900-1059,SILVETI - LOEZA ANGEL,1FIQ5/107,0900,1059,09:00,10:59
38296,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO1,J,0900-1059,SILVETI - LOEZA ANGEL,1FIQ5/107,0900,1059,09:00,10:59
38297,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO2,J,1100-1259,ARRIOLA - MORALES JANETTE,1FIQ5/107,1100,1259,11:00,12:59
38297,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO2,V,1100-1259,ARRIOLA - MORALES JANETTE,1FIQ5/107,1100,1259,11:00,12:59
38299,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO3,L,1500-1659,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ5/107,1500,1659,15:00,16:59
38299,IAMS 263,Lab. de Res. Sol. y Peligrosos,OO3,A,1500-1659,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ5/107,1500,1659,15:00,16:59
38300,ISIA 201,Laborat. de Analisis de Agua,OO1,M,0900-0959,PEREZ - OSORIO GABRIELA,1FIQ5/107,0900,0959,09:00,09:59
38300,ISIA 201,Laborat. de Analisis de Agua,OO1,L,0900-1059,PEREZ - OSORIO GABRIELA,1FIQ5/107,0900,1059,09:00,10:59
38300,ISIA 201,Laborat. de Analisis de Agua,OO1,V,0900-1059,PEREZ - OSORIO GABRIELA,1FIQ5/107,0900,1059,09:00,10:59
38301,ISIA 201,Laborat. de Analisis de Agua,OO2,J,1300-1359,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ5/107,1300,1359,13:00,13:59
38301,ISIA 201,Laborat. de Analisis de Agua,OO2,L,1300-1459,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ5/107,1300,1459,13:00,14:59
38301,ISIA 201,Laborat. de Analisis de Agua,OO2,M,1300-1459,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ5/107,1300,1459,13:00,14:59
38303,ISIA 201,Laborat. de Analisis de Agua,OO3,V,1500-1559,JUAREZ - MENESES MAYTE,1FIQ5/107,1500,1559,15:00,15:59
38303,ISIA 201,Laborat. de Analisis de Agua,OO3,M,1500-1659,JUAREZ - MENESES MAYTE,1FIQ5/107,1500,1659,15:00,16:59
38303,ISIA 201,Laborat. de Analisis de Agua,OO3,J,1500-1659,JUAREZ - MENESES MAYTE,1FIQ5/107,1500,1659,15:00,16:59
38304,ISIA 200,Laborat. de Analisis de Aire,OO1,V,0900-0959,VEGA - HERNANDEZ MIRIAM,1FIQ9/302,0900,0959,09:00,09:59
38304,ISIA 200,Laborat. de Analisis de Aire,OO1,A,0900-1059,VEGA - HERNANDEZ MIRIAM,1FIQ9/302,0900,1059,09:00,10:59
38304,ISIA 200,Laborat. de Analisis de Aire,OO1,L,0900-1059,VEGA - HERNANDEZ MIRIAM,1FIQ4/202,0900,1059,09:00,10:59
38307,ISIA 200,Laborat. de Analisis de Aire,OO2,V,1100-1159,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ9/302,1100,1159,11:00,11:59
38307,ISIA 200,Laborat. de Analisis de Aire,OO2,L,1100-1259,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ9/302,1100,1259,11:00,12:59
38307,ISIA 200,Laborat. de Analisis de Aire,OO2,A,1100-1259,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ9/302,1100,1259,11:00,12:59
38308,ISIA 200,Laborat. de Analisis de Aire,OO3,V,1500-1559,"VELASCO - HERNANDEZ MARIA DE LOS
ANGELES",1FIQ9/302,1500,1559,15:00,15:59
38308,ISIA 200,Laborat. de Analisis de Aire,OO3,L,1500-1659,"VELASCO - HERNANDEZ MARIA DE LOS
ANGELES",1FIQ9/302,1500,1659,15:00,16:59
38308,ISIA 200,Laborat. de Analisis de Aire,OO3,A,1500-1659,"VELASCO - HERNANDEZ MARIA DE LOS
ANGELES",1FIQ9/302,1500,1659,15:00,16:59
38309,ISIA 202,Laborat. de Analisis de Suelo,OO1,V,0800-0859,VEGA - HERNANDEZ MIRIAM,1FIQ9/302,0800,0859,08:00,08:59
38309,ISIA 202,Laborat. de Analisis de Suelo,OO1,M,0700-0859,VEGA - HERNANDEZ MIRIAM,1FIQ9/302,0700,0859,07:00,08:59
38309,ISIA 202,Laborat. de Analisis de Suelo,OO1,J,0700-0859,VEGA - HERNANDEZ MIRIAM,1FIQ9/302,0700,0859,07:00,08:59
38311,ISIA 202,Laborat. de Analisis de Suelo,OO2,V,1000-1059,ARRIOLA - MORALES JANETTE,1FIQ9/302,1000,1059,10:00,10:59
38311,ISIA 202,Laborat. de Analisis de Suelo,OO2,M,0900-1059,ARRIOLA - MORALES JANETTE,1FIQ9/302,0900,1059,09:00,10:59
38311,ISIA 202,Laborat. de Analisis de Suelo,OO2,J,0900-1059,ARRIOLA - MORALES JANETTE,1FIQ9/302,0900,1059,09:00,10:59
38312,ISIA 202,Laborat. de Analisis de Suelo,OO3,V,1400-1459,CASTILLO - MORALES MARIBEL,1FIQ9/302,1400,1459,14:00,14:59
38312,ISIA 202,Laborat. de Analisis de Suelo,OO3,M,1300-1459,CASTILLO - MORALES MARIBEL,1FIQ9/302,1300,1459,13:00,14:59
38312,ISIA 202,Laborat. de Analisis de Suelo,OO3,J,1300-1459,CASTILLO - MORALES MARIBEL,1FIQ9/302,1300,1459,13:00,14:59
38313,ISIA 202,Laborat. de Analisis de Suelo,OO4,V,1600-1659,CASTILLO - MORALES MARIBEL,1FIQ9/302,1600,1659,16:00,16:59
38313,ISIA 202,Laborat. de Analisis de Suelo,OO4,M,1500-1659,CASTILLO - MORALES MARIBEL,1FIQ9/302,1500,1659,15:00,16:59
38313,ISIA 202,Laborat. de Analisis de Suelo,OO4,J,1500-1659,CASTILLO - MORALES MARIBEL,1FIQ9/302,1500,1659,15:00,16:59
40902,ISIA 202,Laborat. de Analisis de Suelo,OO5,A,1700-1759,SALDANA - MUNIVE JOSE ADRIAN,1FIQ9/302,1700,1759,17:00,17:59
40902,ISIA 202,Laborat. de Analisis de Suelo,OO5,M,1700-1859,SALDANA - MUNIVE JOSE ADRIAN,1FIQ9/302,1700,1859,17:00,18:59
40902,ISIA 202,Laborat. de Analisis de Suelo,OO5,J,1700-1859,SALDANA - MUNIVE JOSE ADRIAN,1FIQ9/302,1700,1859,17:00,18:59
38315,IAMS 257,Laboratorio de Biorremediacion,OO1,A,1200-1359,SILVETI - LOEZA ANGEL,1FIQ9/301,1200,1359,12:00,13:59
38315,IAMS 257,Laboratorio de Biorremediacion,OO1,V,1200-1359,SILVETI - LOEZA ANGEL,1FIQ9/301,1200,1359,12:00,13:59
38316,IAMS 257,Laboratorio de Biorremediacion,OO2,A,0900-1059,MENDOZA - HERNANDEZ JOSE CARLOS,1FIQ9/301,0900,1059,09:00,10:59
38316,IAMS 257,Laboratorio de Biorremediacion,OO2,J,0900-1059,MENDOZA - HERNANDEZ JOSE CARLOS,1FIQ9/301,0900,1059,09:00,10:59
38317,IAMS 257,Laboratorio de Biorremediacion,OO3,M,1100-1259,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ9/301,1100,1259,11:00,12:59
38317,IAMS 257,Laboratorio de Biorremediacion,OO3,J,1100-1259,PEDRAZA - CHAN MARIA SEBASTIANA,1FIQ9/301,1100,1259,11:00,12:59
38320,IAMS 257,Laboratorio de Biorremediacion,OO4,L,0900-1059,MENDOZA - HERNANDEZ JOSE CARLOS,1FIQ9/301,0900,1059,09:00,10:59
38320,IAMS 257,Laboratorio de Biorremediacion,OO4,M,0900-1059,MENDOZA - HERNANDEZ JOSE CARLOS,1FIQ9/301,0900,1059,09:00,10:59
38050,INQS 022,Laboratorio de Ingenieria I,OO1,L,1500-1659,CUEVAS - CHAVEZ ADAN,1FIQ8/105,1500,1659,15:00,16:59
38050,INQS 022,Laboratorio de Ingenieria I,OO1,A,1500-1659,CUEVAS - CHAVEZ ADAN,1FIQ8/105,1500,1659,15:00,16:59
38052,INQS 022,Laboratorio de Ingenieria I,OO2,L,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,1100,1259,11:00,12:59
38052,INQS 022,Laboratorio de Ingenieria I,OO2,A,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,1100,1259,11:00,12:59
38053,INQS 022,Laboratorio de Ingenieria I,OO3,M,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,1100,1259,11:00,12:59
38053,INQS 022,Laboratorio de Ingenieria I,OO3,J,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,1100,1259,11:00,12:59
38054,INQS 022,Laboratorio de Ingenieria I,OO4,L,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,1300,1459,13:00,14:59
38054,INQS 022,Laboratorio de Ingenieria I,OO4,A,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,1300,1459,13:00,14:59
38056,INQS 022,Laboratorio de Ingenieria I,OO5,M,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,1300,1459,13:00,14:59
38056,INQS 022,Laboratorio de Ingenieria I,OO5,J,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,1300,1459,13:00,14:59
38057,INQS 022,Laboratorio de Ingenieria I,OO6,L,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,0900,1059,09:00,10:59
38057,INQS 022,Laboratorio de Ingenieria I,OO6,A,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,0900,1059,09:00,10:59
38059,INQS 022,Laboratorio de Ingenieria I,OO7,M,0900-1059,SALDANA - BLANCO MARIA DE LOURDES,1FIQ8/105,0900,1059,09:00,10:59
38059,INQS 022,Laboratorio de Ingenieria I,OO7,J,0900-1059,SALDANA - BLANCO MARIA DE LOURDES,1FIQ8/105,0900,1059,09:00,10:59
38321,IAMS 261,Legislacion Ambiental,OO1,L,0900-0959,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ2/203,0900,0959,09:00,09:59
38321,IAMS 261,Legislacion Ambiental,OO1,A,0900-0959,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ2/203,0900,0959,09:00,09:59
38321,IAMS 261,Legislacion Ambiental,OO1,M,0900-0959,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ2/203,0900,0959,09:00,09:59
38321,IAMS 261,Legislacion Ambiental,OO1,J,0900-0959,TAMARIZ - FLORES JOSE VICTOR ROSENDO,1FIQ2/203,0900,0959,09:00,09:59
38323,IAMS 261,Legislacion Ambiental,OO2,A,1700-1759,TEPALE - TECOTL ARTURO,1FIQ2/203,1700,1759,17:00,17:59
38323,IAMS 261,Legislacion Ambiental,OO2,M,1700-1759,TEPALE - TECOTL ARTURO,1FIQ2/203,1700,1759,17:00,17:59
38323,IAMS 261,Legislacion Ambiental,OO2,J,1700-1759,TEPALE - TECOTL ARTURO,1FIQ2/203,1700,1759,17:00,17:59
38323,IAMS 261,Legislacion Ambiental,OO2,V,1700-1759,TEPALE - TECOTL ARTURO,1FIQ2/203,1700,1759,17:00,17:59
20422,FGUS 006,Lengua Extranjera III,361,A,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,2000,2059,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,M,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,2000,2059,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,J,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,2000,2059,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,V,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,2000,2059,20:00,20:59
20423,FGUS 007,Lengua Extranjera IV,361,L,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,1900,1959,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,M,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,1900,1959,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,J,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,1900,1959,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,V,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,1900,1959,19:00,19:59
20424,FGUS 007,Lengua Extranjera IV,362,L,2000-2059,SANTILLAN - PALACIOS FRANCISCO MARTIN,1FIQ2/202,2000,2059,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,A,2000-2059,SANTILLAN - PALACIOS FRANCISCO MARTIN,1FIQ2/202,2000,2059,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,M,2000-2059,SANTILLAN - PALACIOS FRANCISCO MARTIN,1FIQ2/202,2000,2059,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,J,2000-2059,SANTILLAN - PALACIOS FRANCISCO MARTIN,1FIQ2/202,2000,2059,20:00,20:59
38331,IAMS 253,Prev. Cont. de Conta. del Agua,OO1,L,1100-1159,SILVETI - LOEZA ANGEL,1FIQ2/204,1100,1159,11:00,11:59
38331,IAMS 253,Prev. Cont. de Conta. del Agua,OO1,M,1100-1159,SILVETI - LOEZA ANGEL,1FIQ2/204,1100,1159,11:00,11:59
38331,IAMS 253,Prev. Cont. de Conta. del Agua,OO1,J,1100-1159,SILVETI - LOEZA ANGEL,1FIQ2/204,1100,1159,11:00,11:59
38331,IAMS 253,Prev. Cont. de Conta. del Agua,OO1,V,1100-1159,SILVETI - LOEZA ANGEL,1FIQ2/204,1100,1159,11:00,11:59
38333,IAMS 253,Prev. Cont. de Conta. del Agua,OO2,L,0900-0959,GOMEZ - TEXON LLUVIA SOFIA,1FIQ2/204,0900,0959,09:00,09:59
38333,IAMS 253,Prev. Cont. de Conta. del Agua,OO2,A,0900-0959,GOMEZ - TEXON LLUVIA SOFIA,1FIQ2/204,0900,0959,09:00,09:59
38333,IAMS 253,Prev. Cont. de Conta. del Agua,OO2,M,0900-0959,GOMEZ - TEXON LLUVIA SOFIA,1FIQ2/204,0900,0959,09:00,09:59
38333,IAMS 253,Prev. Cont. de Conta. del Agua,OO2,J,0900-0959,GOMEZ - TEXON LLUVIA SOFIA,1FIQ2/204,0900,0959,09:00,09:59
38334,IAMS 252,Prev. Cont. de Conta. del Aire,OO1,A,0700-0759,SANCHEZ - CANTU MANUEL,1FIQ2/201,0700,0759,07:00,07:59
38334,IAMS 252,Prev. Cont. de Conta. del Aire,OO1,M,0700-0759,SANCHEZ - CANTU MANUEL,1FIQ2/201,0700,0759,07:00,07:59
38334,IAMS 252,Prev. Cont. de Conta. del Aire,OO1,J,0700-0759,SANCHEZ - CANTU MANUEL,1FIQ2/201,0700,0759,07:00,07:59
38334,IAMS 252,Prev. Cont. de Conta. del Aire,OO1,V,0700-0759,SANCHEZ - CANTU MANUEL,1FIQ2/201,0700,0759,07:00,07:59
38335,IAMS 252,Prev. Cont. de Conta. del Aire,OO2,L,1200-1259,SAMPIERI - CRODA ALVARO,1FIQ2/203,1200,1259,12:00,12:59
38335,IAMS 252,Prev. Cont. de Conta. del Aire,OO2,A,1200-1259,SAMPIERI - CRODA ALVARO,1FIQ2/203,1200,1259,12:00,12:59
38335,IAMS 252,Prev. Cont. de Conta. del Aire,OO2,M,1200-1259,SAMPIERI - CRODA ALVARO,1FIQ2/203,1200,1259,12:00,12:59
38335,IAMS 252,Prev. Cont. de Conta. del Aire,OO2,J,1200-1259,SAMPIERI - CRODA ALVARO,1FIQ2/203,1200,1259,12:00,12:59
38337,IAMS 254,Prev. Cont. de Conta.del Suelo,OO1,A,0900-0959,SANCHEZ - CANTU MANUEL,1FIQ5/302,0900,0959,09:00,09:59
38337,IAMS 254,Prev. Cont. de Conta.del Suelo,OO1,M,0900-0959,SANCHEZ - CANTU MANUEL,1FIQ5/302,0900,0959,09:00,09:59
38337,IAMS 254,Prev. Cont. de Conta.del Suelo,OO1,J,0900-0959,SANCHEZ - CANTU MANUEL,1FIQ5/302,0900,0959,09:00,09:59
38337,IAMS 254,Prev. Cont. de Conta.del Suelo,OO1,V,0900-0959,SANCHEZ - CANTU MANUEL,1FIQ5/302,0900,0959,09:00,09:59
37411,INQS 014,Probabilidad y Estadistica,OO1,L,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1500,1559,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,A,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1500,1559,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,M,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1500,1559,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,J,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1500,1559,15:00,15:59
37412,INQS 014,Probabilidad y Estadistica,OO2,L,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1300,1359,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,A,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1300,1359,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,J,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1300,1359,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,V,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,1300,1359,13:00,13:59
38082,IDDS 002,Proyectos I + D I,361,A,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,0800,0859,08:00,08:59
38082,IDDS 002,Proyectos I + D I,361,M,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,0800,0859,08:00,08:59
38082,IDDS 002,Proyectos I + D I,361,J,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,0800,0859,08:00,08:59
38082,IDDS 002,Proyectos I + D I,361,V,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,0800,0859,08:00,08:59
38083,IDDS 002,Proyectos I + D I,362,L,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,1300,1359,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,A,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,1300,1359,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,M,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,1300,1359,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,J,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,1300,1359,13:00,13:59
38084,IDDS 002,Proyectos I + D I,363,L,1200-1259,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/101,1200,1259,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,A,1200-1259,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/101,1200,1259,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,M,1200-1259,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/101,1200,1259,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,J,1200-1259,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/101,1200,1259,12:00,12:59
38085,IDDS 002,Proyectos I + D I,364,L,1400-1459,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1400,1459,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,A,1400-1459,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1400,1459,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,M,1400-1459,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1400,1459,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,J,1400-1459,"ROMANO - RODRIGUEZ MARIA MARGARITA
VICTORIA",1FIQ1/103,1400,1459,14:00,14:59
38087,IDDS 002,Proyectos I + D I,365,L,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,1600,1659,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,A,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,1600,1659,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,M,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,1600,1659,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,J,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,1600,1659,16:00,16:59
38088,IDDS 002,Proyectos I + D I,366,L,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,0800,0859,08:00,08:59
38088,IDDS 002,Proyectos I + D I,366,M,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,0800,0859,08:00,08:59
38088,IDDS 002,Proyectos I + D I,366,J,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,0800,0859,08:00,08:59
38088,IDDS 002,Proyectos I + D I,366,V,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,0800,0859,08:00,08:59
38339,IAMS 258,Quimica Ambiental con Lab.,OO1,A,1600-1659,CARREON - HERRERA NAYELI ITZELL,1FIQ2/201,1600,1659,16:00,16:59
38339,IAMS 258,Quimica Ambiental con Lab.,OO1,J,1600-1659,CARREON - HERRERA NAYELI ITZELL,1FIQ2/201,1600,1659,16:00,16:59
38339,IAMS 258,Quimica Ambiental con Lab.,OO1,V,1600-1759,CARREON - HERRERA NAYELI ITZELL,1FIQ5/107,1600,1759,16:00,17:59
37921,INQS 015,Quimica Analitica,OO1,L,0800-0859,NUNEZ - FLORES JOSE,1FIQ4/301,0800,0859,08:00,08:59
37921,INQS 015,Quimica Analitica,OO1,A,0800-0959,NUNEZ - FLORES JOSE,1FIQ5/301,0800,0959,08:00,09:59
