NRC,Clave,Materia,Secc,Dias,Hora,Profesor,Salón,Hora_ini,Hora_fin
37877,ISIQ 200,Ingenieria Electrica,OO1,A,1200-1259,JUAREZ - NAHUATLATO RAUL,1FIQ2/202,12:00,12:59
37877,ISIQ 200,Ingenieria Electrica,OO1,M,1200-1259,JUAREZ - NAHUATLATO RAUL,1FIQ2/202,12:00,12:59
37877,ISIQ 200,Ingenieria Electrica,OO1,J,1200-1259,JUAREZ - NAHUATLATO RAUL,1FIQ2/202,12:00,12:59
37877,ISIQ 200,Ingenieria Electrica,OO1,V,1200-1259,JUAREZ - NAHUATLATO RAUL,1FIQ2/202,12:00,12:59
37878,IQUS 804,Ingenieria Mecanica,OO1,L,1500-1559,GARCIA - TORAL DOLORES,1FIQ2/201,15:00,15:59
37878,IQUS 804,Ingenieria Mecanica,OO1,M,1500-1559,GARCIA - TORAL DOLORES,1FIQ2/201,15:00,15:59
37878,IQUS 804,Ingenieria Mecanica,OO1,V,1500-1559,GARCIA - TORAL DOLORES,1FIQ2/201,15:00,15:59
37413,INQS 031,Investigacion de Operaciones,OO1,M,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ1/305,10:00,10:59
37413,INQS 031,Investigacion de Operaciones,OO1,J,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ4/201,10:00,10:59
37413,INQS 031,Investigacion de Operaciones,OO1,V,1000-1059,RIVERA - MARQUEZ JOSE ANTONIO,1FIQ4/201,10:00,10:59
37414,INQS 031,Investigacion de Operaciones,OO2,L,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,14:00,14:59
37414,INQS 031,Investigacion de Operaciones,OO2,A,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,14:00,14:59
37414,INQS 031,Investigacion de Operaciones,OO2,M,1400-1459,ROSAS - VAQUERO HERSON ALAN,1FIQ1/306,14:00,14:59
37416,INQS 031,Investigacion de Operaciones,OO3,L,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,11:00,11:59
37416,INQS 031,Investigacion de Operaciones,OO3,A,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,11:00,11:59
37416,INQS 031,Investigacion de Operaciones,OO3,M,1100-1159,LOPEZ - SUAREZ MA. ELENA,1FIQ1/203,11:00,11:59
37853,INQS 031,Investigacion de Operaciones,OO4,J,1300-1359,LOPEZ - SUAREZ MA. ELENA,1FIQ2/201,13:00,13:59
37853,INQS 031,Investigacion de Operaciones,OO4,V,1200-1359,LOPEZ - SUAREZ MA. ELENA,1FIQ2/201,12:00,13:59
38050,INQS 022,Laboratorio de Ingenieria I,OO1,L,1500-1659,CUEVAS - CHAVEZ ADAN,1FIQ8/105,15:00,16:59
38050,INQS 022,Laboratorio de Ingenieria I,OO1,A,1500-1659,CUEVAS - CHAVEZ ADAN,1FIQ8/105,15:00,16:59
38052,INQS 022,Laboratorio de Ingenieria I,OO2,L,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,11:00,12:59
38052,INQS 022,Laboratorio de Ingenieria I,OO2,A,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,11:00,12:59
38053,INQS 022,Laboratorio de Ingenieria I,OO3,M,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,11:00,12:59
38053,INQS 022,Laboratorio de Ingenieria I,OO3,J,1100-1259,AYALA - HERRERA EDGAR,1FIQ8/105,11:00,12:59
38054,INQS 022,Laboratorio de Ingenieria I,OO4,L,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,13:00,14:59
38054,INQS 022,Laboratorio de Ingenieria I,OO4,A,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,13:00,14:59
38056,INQS 022,Laboratorio de Ingenieria I,OO5,M,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,13:00,14:59
38056,INQS 022,Laboratorio de Ingenieria I,OO5,J,1300-1459,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,13:00,14:59
38057,INQS 022,Laboratorio de Ingenieria I,OO6,L,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,9:00,10:59
38057,INQS 022,Laboratorio de Ingenieria I,OO6,A,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,9:00,10:59
38059,INQS 022,Laboratorio de Ingenieria I,OO7,M,0900-1059,SALDANA - BLANCO MARIA DE LOURDES,1FIQ8/105,9:00,10:59
38059,INQS 022,Laboratorio de Ingenieria I,OO7,J,0900-1059,SALDANA - BLANCO MARIA DE LOURDES,1FIQ8/105,9:00,10:59
38060,IQUS 255,Laboratorio de Ingenieria II,OO1,L,1100-1259,CHE - GALICIA GAMALIEL,1FIQ8/105,11:00,12:59
38060,IQUS 255,Laboratorio de Ingenieria II,OO1,A,1100-1259,CHE - GALICIA GAMALIEL,1FIQ8/105,11:00,12:59
38062,IQUS 255,Laboratorio de Ingenieria II,OO2,M,1000-1159,GALICIA - AGUILAR JOSE ALBERTO,1FIQ8/105,10:00,11:59
38062,IQUS 255,Laboratorio de Ingenieria II,OO2,J,1000-1159,GALICIA - AGUILAR JOSE ALBERTO,1FIQ8/105,10:00,11:59
38063,IQUS 255,Laboratorio de Ingenieria II,OO3,L,0900-1059,LOPEZ - BADILLO MARIBEL,1FIQ8/105,9:00,10:59
38063,IQUS 255,Laboratorio de Ingenieria II,OO3,M,0900-1059,LOPEZ - BADILLO MARIBEL,1FIQ8/105,9:00,10:59
38064,IQUS 255,Laboratorio de Ingenieria II,OO4,L,1100-1259,LOPEZ - BADILLO MARIBEL,1FIQ8/105,11:00,12:59
38064,IQUS 255,Laboratorio de Ingenieria II,OO4,A,1100-1259,LOPEZ - BADILLO MARIBEL,1FIQ8/105,11:00,12:59
38066,IQUS 255,Laboratorio de Ingenieria II,OO5,M,1300-1459,LOPEZ - BADILLO MARIBEL,1FIQ8/105,13:00,14:59
38066,IQUS 255,Laboratorio de Ingenieria II,OO5,J,1300-1459,LOPEZ - BADILLO MARIBEL,1FIQ8/105,13:00,14:59
38067,IQUS 256,Laboratorio de Ingenieria III,OO1,L,1300-1459,CUEVAS - CHAVEZ ADAN,1FIQ8/105,13:00,14:59
38067,IQUS 256,Laboratorio de Ingenieria III,OO1,A,1300-1459,CUEVAS - CHAVEZ ADAN,1FIQ8/105,13:00,14:59
38068,IQUS 256,Laboratorio de Ingenieria III,OO2,L,1500-1659,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,15:00,16:59
38068,IQUS 256,Laboratorio de Ingenieria III,OO2,A,1500-1659,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ8/105,15:00,16:59
38070,IQUS 256,Laboratorio de Ingenieria III,OO3,L,1100-1259,ORTIZ - MUNOZ ESIQUIO,1FIQ8/105,11:00,12:59
38070,IQUS 256,Laboratorio de Ingenieria III,OO3,A,1100-1259,ORTIZ - MUNOZ ESIQUIO,1FIQ8/105,11:00,12:59
38071,IQUS 256,Laboratorio de Ingenieria III,OO4,M,1200-1359,GALICIA - AGUILAR JOSE ALBERTO,1FIQ8/105,12:00,13:59
38071,IQUS 256,Laboratorio de Ingenieria III,OO4,J,1200-1359,GALICIA - AGUILAR JOSE ALBERTO,1FIQ8/105,12:00,13:59
38073,IQUS 256,Laboratorio de Ingenieria III,OO5,M,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,9:00,10:59
38073,IQUS 256,Laboratorio de Ingenieria III,OO5,J,0900-1059,REBOLLAR - PEREZ GEORGETTE,1FIQ8/105,9:00,10:59
38074,IQUS 256,Laboratorio de Ingenieria III,OO6,L,1300-1459,LOPEZ - BADILLO MARIBEL,1FIQ8/105,13:00,14:59
38074,IQUS 256,Laboratorio de Ingenieria III,OO6,A,1300-1459,LOPEZ - BADILLO MARIBEL,1FIQ8/105,13:00,14:59
38075,IQUS 256,Laboratorio de Ingenieria III,OO7,M,1100-1259,LOPEZ - BADILLO MARIBEL,1FIQ8/105,11:00,12:59
38075,IQUS 256,Laboratorio de Ingenieria III,OO7,J,1100-1259,LOPEZ - BADILLO MARIBEL,1FIQ8/105,11:00,12:59
20422,FGUS 006,Lengua Extranjera III,361,A,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,M,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,J,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,20:00,20:59
20422,FGUS 006,Lengua Extranjera III,361,V,2000-2059,DE ITA - LUNA DANIEL,1FIQ2/201,20:00,20:59
20423,FGUS 007,Lengua Extranjera IV,361,L,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,M,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,J,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,19:00,19:59
20423,FGUS 007,Lengua Extranjera IV,361,V,1900-1959,DE ITA - LUNA DANIEL,1FIQ2/202,19:00,19:59
20424,FGUS 007,Lengua Extranjera IV,362,L,2000-2059,"SANTILLAN - PALACIOS FRANCISCO
MARTIN",1FIQ2/202,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,A,2000-2059,"SANTILLAN - PALACIOS FRANCISCO
MARTIN",1FIQ2/202,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,M,2000-2059,"SANTILLAN - PALACIOS FRANCISCO
MARTIN",1FIQ2/202,20:00,20:59
20424,FGUS 007,Lengua Extranjera IV,362,J,2000-2059,"SANTILLAN - PALACIOS FRANCISCO
MARTIN",1FIQ2/202,20:00,20:59
37411,INQS 014,Probabilidad y Estadistica,OO1,L,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,A,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,M,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,15:00,15:59
37411,INQS 014,Probabilidad y Estadistica,OO1,J,1500-1559,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,15:00,15:59
37412,INQS 014,Probabilidad y Estadistica,OO2,L,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,A,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,J,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,13:00,13:59
37412,INQS 014,Probabilidad y Estadistica,OO2,V,1300-1359,PALACIOS - ARIAS JOSE LUCIO,1EMA3/101,13:00,13:59
38076,IQUS 257,Procesos de Separacion I,OO1,L,1100-1159,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ2/201,11:00,11:59
38076,IQUS 257,Procesos de Separacion I,OO1,M,1100-1159,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ2/201,11:00,11:59
38076,IQUS 257,Procesos de Separacion I,OO1,J,1100-1159,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ2/201,11:00,11:59
38076,IQUS 257,Procesos de Separacion I,OO1,V,1100-1159,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ2/201,11:00,11:59
38077,IQUS 257,Procesos de Separacion I,OO2,A,1200-1259,ORTEGA - PEREZ JORGE,1FIQ1/102,12:00,12:59
38077,IQUS 257,Procesos de Separacion I,OO2,M,1200-1259,ORTEGA - PEREZ JORGE,1FIQ1/102,12:00,12:59
38077,IQUS 257,Procesos de Separacion I,OO2,J,1200-1259,ORTEGA - PEREZ JORGE,1FIQ1/102,12:00,12:59
38077,IQUS 257,Procesos de Separacion I,OO2,V,1200-1259,ORTEGA - PEREZ JORGE,1FIQ1/102,12:00,12:59
38078,IQUS 257,Procesos de Separacion I,OO3,L,1500-1559,GARCIA - CUEVAS JOSE BLAS MARTIN,1FIQ1/203,15:00,15:59
38078,IQUS 257,Procesos de Separacion I,OO3,A,1500-1559,GARCIA - CUEVAS JOSE BLAS MARTIN,1FIQ1/203,15:00,15:59
38078,IQUS 257,Procesos de Separacion I,OO3,M,1500-1559,GARCIA - CUEVAS JOSE BLAS MARTIN,1FIQ1/203,15:00,15:59
38078,IQUS 257,Procesos de Separacion I,OO3,J,1500-1559,GARCIA - CUEVAS JOSE BLAS MARTIN,1FIQ1/203,15:00,15:59
38079,IQUS 253,Procesos de Separacion II,OO1,A,1300-1359,VARGAS - SANCHEZ TOBIAS MARIO,1FIQ1/303,13:00,13:59
38079,IQUS 253,Procesos de Separacion II,OO1,M,1300-1359,VARGAS - SANCHEZ TOBIAS MARIO,1FIQ1/303,13:00,13:59
38079,IQUS 253,Procesos de Separacion II,OO1,J,1300-1359,VARGAS - SANCHEZ TOBIAS MARIO,1FIQ1/303,13:00,13:59
38079,IQUS 253,Procesos de Separacion II,OO1,V,1300-1359,VARGAS - SANCHEZ TOBIAS MARIO,1FIQ1/303,13:00,13:59
38080,IQUS 253,Procesos de Separacion II,OO2,L,1600-1659,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/206,16:00,16:59
38080,IQUS 253,Procesos de Separacion II,OO2,A,1600-1659,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/206,16:00,16:59
38080,IQUS 253,Procesos de Separacion II,OO2,M,1600-1659,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/206,16:00,16:59
38080,IQUS 253,Procesos de Separacion II,OO2,J,1600-1659,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/206,16:00,16:59
38081,IQUS 253,Procesos de Separacion II,OO3,A,1200-1259,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ1/204,12:00,12:59
38081,IQUS 253,Procesos de Separacion II,OO3,M,1200-1259,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ1/204,12:00,12:59
38081,IQUS 253,Procesos de Separacion II,OO3,J,1200-1259,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ1/204,12:00,12:59
38081,IQUS 253,Procesos de Separacion II,OO3,V,1200-1259,DEL VALLE - SOTO FERNANDO HUMBERTO,1FIQ1/204,12:00,12:59
38082,IDDS 002,Proyectos I + D I,361,A,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,8:00,8:59
38082,IDDS 002,Proyectos I + D I,361,M,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,8:00,8:59
38082,IDDS 002,Proyectos I + D I,361,J,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,8:00,8:59
38082,IDDS 002,Proyectos I + D I,361,V,0800-0859,GUTIERREZ - ORTIZ ITA-YETZY,1FIQ1/303,8:00,8:59
38083,IDDS 002,Proyectos I + D I,362,L,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,A,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,M,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,13:00,13:59
38083,IDDS 002,Proyectos I + D I,362,J,1300-1359,ROMERO - TORRES LAURA MARGARITA,1FIQ1/206,13:00,13:59
38084,IDDS 002,Proyectos I + D I,363,L,1200-1259,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,A,1200-1259,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,M,1200-1259,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,12:00,12:59
38084,IDDS 002,Proyectos I + D I,363,J,1200-1259,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,12:00,12:59
38085,IDDS 002,Proyectos I + D I,364,L,1400-1459,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,A,1400-1459,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,M,1400-1459,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,14:00,14:59
38085,IDDS 002,Proyectos I + D I,364,J,1400-1459,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,14:00,14:59
38087,IDDS 002,Proyectos I + D I,365,L,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,A,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,M,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,16:00,16:59
38087,IDDS 002,Proyectos I + D I,365,J,1600-1659,FLORES - GARCIA JOSE RAFAEL,1FIQ1/205,16:00,16:59
38088,IDDS 002,Proyectos I + D I,366,L,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,8:00,8:59
38088,IDDS 002,Proyectos I + D I,366,M,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,8:00,8:59
38088,IDDS 002,Proyectos I + D I,366,J,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,8:00,8:59
38088,IDDS 002,Proyectos I + D I,366,V,0800-0859,SILVA - AMBRIZ LINDA LAURA,1FIQ2/201,8:00,8:59
37921,INQS 015,Quimica Analitica,OO1,L,0800-0859,NUNEZ - FLORES JOSE,1FIQ4/301,8:00,8:59
37921,INQS 015,Quimica Analitica,OO1,A,0800-0959,NUNEZ - FLORES JOSE,1FIQ5/301,8:00,9:59
37921,INQS 015,Quimica Analitica,OO1,J,0800-0959,NUNEZ - FLORES JOSE,1FIQ4/301,8:00,9:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,L,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,A,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,M,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,17:00,17:59
38089,INQS 026,Seguridad e Higiene Industrial,OO1,J,1700-1759,MARTINEZ - RIOS RENE,1FIQ1/103,17:00,17:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,A,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,M,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,J,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,15:00,15:59
38343,INQS 026,Seguridad e Higiene Industrial,OO2,V,1500-1559,CARREON - HERRERA NAYELI ITZELL,1FIQ2/203,15:00,15:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,A,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,M,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,J,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,19:00,19:59
38344,INQS 026,Seguridad e Higiene Industrial,OO3,V,1900-1959,TEPALE - TECOTL ARTURO,1FIQ2/201,19:00,19:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,L,1100-1159,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,11:00,11:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,M,1100-1159,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,11:00,11:59
38090,INQS 024,Sistem. de Gest. de la Calidad,OO1,J,1100-1159,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/103,11:00,11:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,L,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,16:00,16:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,A,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,16:00,16:59
38091,INQS 024,Sistem. de Gest. de la Calidad,OO2,J,1600-1659,MARTINEZ - RIOS RENE,1FIQ1/103,16:00,16:59
38092,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO1,L,1100-1159,RUIZ - REYES MAYRA,1FIQ1/102,11:00,11:59
38092,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO1,M,1100-1159,RUIZ - REYES MAYRA,1FIQ1/102,11:00,11:59
38092,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO1,J,1100-1159,RUIZ - REYES MAYRA,1FIQ1/102,11:00,11:59
38092,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO1,V,1100-1159,RUIZ - REYES MAYRA,1FIQ1/102,11:00,11:59
38093,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO2,L,1300-1359,AYALA - HERRERA EDGAR,1FIQ1/205,13:00,13:59
38093,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO2,A,1300-1359,AYALA - HERRERA EDGAR,1FIQ1/205,13:00,13:59
38093,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO2,M,1300-1359,AYALA - HERRERA EDGAR,1FIQ1/205,13:00,13:59
38093,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO2,J,1300-1359,AYALA - HERRERA EDGAR,1FIQ1/205,13:00,13:59
38094,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO3,A,1400-1459,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/102,14:00,14:59
38094,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO3,M,1400-1459,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/102,14:00,14:59
38094,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO3,J,1400-1459,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/102,14:00,14:59
38094,ISIQ 210,Tecn.de Ctrl.de la Contaminaci,OO3,V,1400-1459,"TORREBLANCA - RAMIREZ MAGIN
IDELFONSO",1FIQ1/102,14:00,14:59
38095,IQUS 811,Tesis,OO2,L,0800-0859,CHE - GALICIA GAMALIEL,1FIQ1/205,8:00,8:59
38095,IQUS 811,Tesis,OO2,A,0800-0859,CHE - GALICIA GAMALIEL,1FIQ1/205,8:00,8:59
38095,IQUS 811,Tesis,OO2,M,0800-0859,CHE - GALICIA GAMALIEL,1FIQ1/205,8:00,8:59
38097,IQUS 811,Tesis,OO1,A,1500-1559,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,15:00,15:59
38097,IQUS 811,Tesis,OO1,M,1500-1559,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,15:00,15:59
38097,IQUS 811,Tesis,OO1,J,1500-1559,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101,15:00,15:59
